"date","feed_url","post_url"
2015-08-22,"http://dev.mensfeld.pl/feed/rss/","http://dev.mensfeld.pl/2015/08/karafka-ruby-micro-framework-for-building-apache-kafka-message-based-applications/"
2015-08-03,"http://dev.mensfeld.pl/feed/rss/","http://dev.mensfeld.pl/2015/08/activerecord-isolated-namespaced-scopes/"
2016-02-29,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2016/02/flash-messages-with-proper-model-names-from-trailblazer-operations-and-responders/"
2016-01-31,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2016/01/ruby-karafka-framework-0-4-routing-engine/"
2015-12-24,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/12/upgrading-to-ruby-on-rails-5-0-from-rails-4-2-application-use-case/"
2015-11-14,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/11/ruby-2-3-0-changes-and-features/"
2015-11-02,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/11/benchmarking-karafka-how-does-it-handle-multiple-tcp-connections/"
2015-10-19,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/10/euruko-2015-review-conference-in-a-nutshell/"
2015-09-30,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/09/random-mac-address-changing-script-for-your-linux-wifi-mac-address-spoofing/"
2015-09-03,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/09/envlogic-ruby-gem-to-have-a-rails-env-like-environment-behaviour-in-your-ruby-applications/"
2015-08-22,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/08/karafka-ruby-micro-framework-for-building-apache-kafka-message-based-applications/"
2015-08-03,"http://dev.mensfeld.pl/feed/atom/","http://dev.mensfeld.pl/2015/08/activerecord-isolated-namespaced-scopes/"
NA,"",""
2016-03-07,"http://art-of-ai.com/feed/","http://art-of-ai.com/dajsiepoznac/03/perspektywa-ma-znaczenie/"
2016-03-04,"http://art-of-ai.com/feed/","http://art-of-ai.com/dajsiepoznac/02/opencv-intro/"
2016-03-01,"http://art-of-ai.com/feed/","http://art-of-ai.com/dajsiepoznac/01/instalacja"
2016-01-27,"http://art-of-ai.com/feed/","http://art-of-ai.com/matematyka/2016/01/27/Gradient.html"
2016-01-22,"http://art-of-ai.com/feed/","http://art-of-ai.com/jekyll/update/2016/01/22/Regresja.html"
2016-01-22,"http://art-of-ai.com/feed/","http://art-of-ai.com/matematyka/2016/01/22/Wektory.html"
2015-10-22,"http://art-of-ai.com/feed/","http://art-of-ai.com/archiwum/2015/10/22/numeric-gradient-check-uczenie-sieci-neuronowej-czesc-2.html"
2015-10-13,"http://art-of-ai.com/feed/","http://art-of-ai.com/archiwum/2015/10/13/backpropagation-uczenie-sieci-neuronowej-czesc-1.html"
2015-08-17,"http://art-of-ai.com/feed/","http://art-of-ai.com/archiwum/2015/08/17/forward-propagation-sieci-neuronowe-tutorial-czesc-4.html"
2015-07-31,"http://art-of-ai.com/feed/","http://art-of-ai.com/archiwum/2015/07/31/nauka-perceptronu-sieci-neuronowe-tutorial-czesc-3.html"
2016-03-09,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Analizujemy-kod-portalu-dobreprogramy.pl-czyli-jak-dziala-system-powiadomien,71145.html"
2016-03-06,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Powiadomienia-z-dobreprogramy.pl-na-Windows-konkurs-Daj-sie-poznac-2016,71094.html"
2016-01-13,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/DevCon.exe-menedzer-urzadzen-z-wiersza-polecen-w-Windows,69427.html"
2015-11-11,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Zakladamy-dzialalnosc-gospodarcza-przez-Internet-poradnik,68064.html"
2015-07-27,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Nie-tylko-Wiedzmin.-Historia-polskich-gier-komputerowych-ksiazka-ktorej-nie-wypada-nie-kupic-recenzja,65055.html"
2015-03-28,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Czy-Windows-Phone-ma-jeszcze-szanse-na-sukces,61980.html"
2015-01-28,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Microsoft-ucieka-od-interfejsu-Modern-czy-to-koniec-kafelkow,60608.html"
2015-01-13,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Ewolucja-kafelkow-w-Windows-Phone-i-Mobile-czyli-historia-ekranu-startowego-w-mobilnych-okienkach,60258.html"
2015-01-07,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Ad-Mediator-czyli-dodajemy-wiele-sieci-reklamowych-do-aplikacji-Windows-Phone,60151.html"
2014-10-19,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Chemia-w-zywnosci-czyli-odzywiaj-sie-zdrowo-z-Windows-Phone,58583.html"
2014-07-13,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/dobreprogramy-info-na-Windows-Phone-8.08.1-i-Windows-8.1-czyli-jak-wyklikac-wlasna-aplikacje-w-AppStudio,56374.html"
2014-05-26,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Wygraj-trampki-projektujac-ekran-w-Windows-Phone-8-Trampkomania-z-Windows-Phone,54696.html"
2014-05-14,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Polskie-Pismo-Amigowe-Amiga-wiecznie-zywa-11,54046.html"
2014-04-19,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Project-My-Screen-udostepnianie-ekranu-Windows-Phone-8.1-na-ekran-komputera-po-kablu-USB,53799.html"
2014-04-16,"http://www.dobreprogramy.pl/djfoxer,Rss","http://www.dobreprogramy.pl/djfoxer/Aplikacje-usmiercone-przez-Windows-Phone-8.1,53670.html"
2016-03-07,"http://czekanski.info/comments/feed/","http://czekanski.info/2016/03/jezyk-i-biblioteki/#comment-7"
2016-03-07,"http://czekanski.info/comments/feed/","http://czekanski.info/2016/03/jezyk-i-biblioteki/#comment-6"
2016-03-06,"http://czekanski.info/comments/feed/","http://czekanski.info/2016/03/jezyk-i-biblioteki/#comment-5"
2016-03-06,"http://czekanski.info/feed/","http://czekanski.info/2016/03/jezyk-i-biblioteki/"
2016-02-29,"http://czekanski.info/feed/","http://czekanski.info/2016/02/daj-sie-poznac/"
2016-03-04,"https://tomoitblog.wordpress.com/comments/feed/","https://tomoitblog.wordpress.com/2016/02/01/pierwszy-post/comment-page-1/#comment-1"
2016-03-04,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/03/04/fetchtype-sessionfactory/"
2016-02-19,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/02/19/refaktoring-dodawania-lekow/"
2016-02-13,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/02/13/rejestracja-usera-z-confirmem-na-mejla/"
2016-02-11,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/02/11/45/"
2016-02-02,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/02/02/refactoring-i-git/"
2016-02-01,"https://tomoitblog.wordpress.com/feed/","https://tomoitblog.wordpress.com/2016/02/01/pierwszy-post/"
2015-12-15,"http://codingpersona.com/comments/feed/","http://codingpersona.com/blog/2015/02/06/procrastination-how-to-fight-against-it-and-win/#comment-2"
2015-02-05,"http://codingpersona.com/feed/","http://codingpersona.com/blog/2015/02/06/procrastination-how-to-fight-against-it-and-win/"
2016-02-19,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/19/hot-cocoa-proper-meal/"
2016-02-16,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/16/pixelart/"
2016-02-16,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/16/male-kroki/"
2016-02-11,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/11/jak-nie-udaje-mi-sie-zrobic-niczego-co-chce-i-wszystko-co-musze/"
2016-02-04,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/04/na-poczatku-byl-pomysl/"
2016-02-02,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/02/dajsiepoznac/"
2016-02-01,"http://devfirststeps.blog.pl/feed/","http://devfirststeps.blog.pl/2016/02/01/witaj-swiecie-again/"
NA,"http://devfirststeps.blog.pl/comments/feed/",""
2015-11-06,"http://doriansobacki.pl/feed/","http://doriansobacki.pl/2015/11/06/regex-is-easy/"
2015-07-10,"http://doriansobacki.pl/feed/","http://doriansobacki.pl/2015/07/10/serializacja-w-qt-2/"
2015-07-05,"http://doriansobacki.pl/feed/","http://doriansobacki.pl/2015/07/05/serializacja-w-qt/"
2015-07-04,"http://doriansobacki.pl/feed/","http://doriansobacki.pl/2015/07/04/init/"
2015-11-10,"http://doriansobacki.pl/comments/feed/","http://doriansobacki.pl/2015/11/06/regex-is-easy/#comment-27"
2015-11-06,"http://doriansobacki.pl/comments/feed/","http://doriansobacki.pl/2015/11/06/regex-is-easy/#comment-25"
2015-11-06,"http://doriansobacki.pl/comments/feed/","http://doriansobacki.pl/2015/11/06/regex-is-easy/#comment-24"
2015-11-04,"http://doriansobacki.pl/comments/feed/","http://doriansobacki.pl/2015/07/10/serializacja-w-qt-2/#comment-22"
2015-10-07,"http://doriansobacki.pl/comments/feed/","http://doriansobacki.pl/2015/07/10/serializacja-w-qt-2/#comment-21"
2016-03-07,"http://namiekko.pl/feed/","http://namiekko.pl/2016/03/07/przewodnik-po-kategoriach/"
2016-03-05,"http://namiekko.pl/feed/","http://namiekko.pl/2016/03/05/no-i-git-kontrola-wersji-sluzy-nie-tylko-programistom/"
2016-03-01,"http://namiekko.pl/feed/","http://namiekko.pl/2016/03/01/dam-sie-poznac-moj-projekt-open-source/"
2016-02-18,"http://namiekko.pl/feed/","http://namiekko.pl/2016/02/18/ekshibicjonistyczny-wpis-o-prokrastynacji-idiecie-informacyjnej/"
2016-01-07,"http://namiekko.pl/feed/","http://namiekko.pl/2016/01/07/10-migawek-z-kursu-programowania-funkcyjnego-w-haskellu/"
2015-11-07,"http://namiekko.pl/feed/","http://namiekko.pl/2015/11/07/przekwalifikowanie-mrzonka-czy-realna-szansa/"
2015-09-28,"http://namiekko.pl/feed/","http://namiekko.pl/2015/09/28/konkursy-algorytmiczne-a-przedwczesna-optymalizacja/"
2015-09-16,"http://namiekko.pl/feed/","http://namiekko.pl/2015/09/16/10-rad-z-obu-stron-frontu-dla-poczatkujacych-liderow-projektow-it/"
2015-08-16,"http://namiekko.pl/feed/","http://namiekko.pl/2015/08/16/ciagla-integracja-jak-skonfigurowac-proces-budowania-na-serwerze-bamboo/"
2015-07-29,"http://namiekko.pl/feed/","http://namiekko.pl/2015/07/29/wsadzcie-sobie-w-ten-apostrof/"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2014/12/27/wieza-babel-skad-tyle-jezykow-programowania-czesc-1-z-3/#comment-1412"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2015/04/02/7-powodow-dla-ktorych-warto-zostac-programistka/#comment-1411"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2015/05/30/ciagla-integracja-aniol-stroz-dobrego-programisty/#comment-1410"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2015/07/29/wsadzcie-sobie-w-ten-apostrof/#comment-1409"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2015/09/16/10-rad-z-obu-stron-frontu-dla-poczatkujacych-liderow-projektow-it/#comment-1408"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2015/01/25/kup-swojemu-dziecku-sobie-robota-lego-mindstorms/#comment-1407"
2016-03-07,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2016/03/01/dam-sie-poznac-moj-projekt-open-source/#comment-1406"
2016-03-05,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2016/03/05/no-i-git-kontrola-wersji-sluzy-nie-tylko-programistom/#comment-1403"
2016-03-05,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2016/03/05/no-i-git-kontrola-wersji-sluzy-nie-tylko-programistom/#comment-1402"
2016-03-05,"http://namiekko.pl/comments/feed/","http://namiekko.pl/2016/03/05/no-i-git-kontrola-wersji-sluzy-nie-tylko-programistom/#comment-1401"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default?alt=rss","http://parkowanko.blogspot.com/2016/02/pokoj-bezcieniowy.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default?alt=rss","http://parkowanko.blogspot.com/2016/02/pierwsze-poaczenie.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default?alt=rss","http://parkowanko.blogspot.com/2016/02/co-gdzie-jak.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default?alt=rss","http://parkowanko.blogspot.com/2016/02/opis-projektu.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default?alt=rss","http://parkowanko.blogspot.com/2016/02/wstep.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default","http://parkowanko.blogspot.com/2016/02/pokoj-bezcieniowy.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default","http://parkowanko.blogspot.com/2016/02/pierwsze-poaczenie.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default","http://parkowanko.blogspot.com/2016/02/co-gdzie-jak.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default","http://parkowanko.blogspot.com/2016/02/opis-projektu.html"
2016-02-02,"http://parkowanko.blogspot.com/feeds/posts/default","http://parkowanko.blogspot.com/2016/02/wstep.html"
2016-03-08,"http://blog.gonek.net/feed/","http://blog.gonek.net/2016/03/08/ilaro-admin-plan/?utm_source=rss&utm_medium=rss"
2016-03-03,"http://blog.gonek.net/feed/","http://blog.gonek.net/2016/03/03/baza-danych-w-demo-aplikacji/?utm_source=rss&utm_medium=rss"
2016-02-28,"http://blog.gonek.net/feed/","http://blog.gonek.net/2016/02/28/ilaro-admin-o-projekcie/?utm_source=rss&utm_medium=rss"
2016-02-02,"http://blog.gonek.net/feed/","http://blog.gonek.net/2016/02/02/hello-world/?utm_source=rss&utm_medium=rss"
NA,"http://blog.gonek.net/comments/feed/",""
NA,"http://kotprogramistyczny.pl/comments/feed/",""
2016-03-08,"http://kotprogramistyczny.pl/feed/","http://kotprogramistyczny.pl/2016/03/08/tortoisegit-rage/"
2016-03-05,"http://kotprogramistyczny.pl/feed/","http://kotprogramistyczny.pl/2016/03/05/paket-zarzadzanie-zaleznosciami/"
2016-03-03,"http://kotprogramistyczny.pl/feed/","http://kotprogramistyczny.pl/2016/03/03/fixie/"
2016-02-09,"http://kotprogramistyczny.pl/feed/","http://kotprogramistyczny.pl/2016/02/09/show-me-the-money/"
2016-03-04,"https://michalzajac.me/atom.xml","http://michalzajac.me/posts/2016-03-04-Fate-Grand-Order-Database-Starting-up.html"
2016-02-08,"https://michalzajac.me/atom.xml","http://michalzajac.me/posts/2016-02-08-Thank-you-Rodney-Mullen.html"
2015-07-19,"https://michalzajac.me/atom.xml","http://michalzajac.me/posts/2015-07-19-Moving-from-Sinatra-to-Hakyll.html"
2016-03-04,"https://beabest.wordpress.com/feed/","https://beabest.wordpress.com/2016/03/04/more-polygons-czyli-koder-w-grafice/"
2016-03-01,"https://beabest.wordpress.com/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/"
2016-03-08,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/04/more-polygons-czyli-koder-w-grafice/comment-page-1/#comment-8"
2016-03-07,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/04/more-polygons-czyli-koder-w-grafice/comment-page-1/#comment-7"
2016-03-03,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-6"
2016-03-03,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-5"
2016-03-02,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-4"
2016-03-01,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-3"
2016-03-01,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-2"
2016-03-01,"https://beabest.wordpress.com/comments/feed/","https://beabest.wordpress.com/2016/03/01/beabest-zaczelo-sie/comment-page-1/#comment-1"
2016-03-07,"http://blog.yellowmoleproductions.pl/feed/","http://blog.yellowmoleproductions.pl/hello-world-progress-bar/"
2016-03-02,"http://blog.yellowmoleproductions.pl/feed/","http://blog.yellowmoleproductions.pl/wstep-do-wstepu-jak-ma-wygladac-skonczona-gra/"
2016-03-01,"http://blog.yellowmoleproductions.pl/feed/","http://blog.yellowmoleproductions.pl/o-czym-bedzie-projekt-i-w-ogole-o-co-chodzi/"
2016-03-08,"http://blog.yellowmoleproductions.pl/comments/feed/","http://blog.yellowmoleproductions.pl/hello-world-progress-bar/#comment-7"
2016-03-05,"http://blog.yellowmoleproductions.pl/comments/feed/","http://blog.yellowmoleproductions.pl/o-czym-bedzie-projekt-i-w-ogole-o-co-chodzi/#comment-4"
2016-03-02,"http://blog.yellowmoleproductions.pl/comments/feed/","http://blog.yellowmoleproductions.pl/o-czym-bedzie-projekt-i-w-ogole-o-co-chodzi/#comment-3"
2016-03-01,"http://blog.yellowmoleproductions.pl/comments/feed/","http://blog.yellowmoleproductions.pl/o-czym-bedzie-projekt-i-w-ogole-o-co-chodzi/#comment-2"
NA,"http://gronek.gq/feed/",""
NA,"http://gronek.gq/comments/feed/",""
2016-03-08,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=927"
2016-03-01,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=918"
2016-02-10,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=909"
2016-02-08,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=907"
2016-02-07,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=904"
2016-02-06,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=896"
2016-02-05,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=892"
2015-12-30,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=872"
2015-12-06,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=861"
2015-11-23,"http://piatkosia.k4be.pl/wordpress/?feed=atom","http://piatkosia.k4be.pl/wordpress/?p=858"
2016-03-08,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=927"
2016-03-01,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=918"
2016-02-10,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=909"
2016-02-08,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=907"
2016-02-07,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=904"
2016-02-06,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=896"
2016-02-05,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=892"
2015-12-30,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=872"
2015-12-06,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=861"
2015-11-23,"http://piatkosia.k4be.pl/wordpress/?feed=rss2","http://piatkosia.k4be.pl/wordpress/?p=858"
2016-03-08,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=927"
2016-03-01,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=918"
2016-02-10,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=909"
2016-02-08,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=907"
2016-02-07,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=904"
2016-02-06,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=896"
2016-02-05,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=892"
2015-12-30,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=872"
2015-12-06,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=861"
2015-11-23,"http://piatkosia.k4be.pl/wordpress/?feed=rss","http://piatkosia.k4be.pl/wordpress/?p=858"
2016-03-07,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/03/gui-w-wpf-dla-pluginu-vst.html"
2016-03-02,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/03/finalna-impementacja-svc-350-cz1.html"
2016-03-01,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/03/tworzymy-wrapper-cz2.html"
2016-02-26,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/tworzymy-plugin-vst-do-przetwarzania.html"
2016-02-21,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/dodajemy-vstnet-cz2.html"
2016-02-20,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/dodajemy-vstnet-cz1.html"
2016-02-16,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/tworzymy-wrapper-cz1.html"
2016-02-15,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/kompilujemy-c-lib.html"
2016-02-14,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/obecna-implementacja-svc.html"
2016-02-12,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/obliczanie-wspoczynnikow-filtra.html"
2016-02-11,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/filtry-iir.html"
2016-02-10,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/pierwszy-vocoder.html"
2016-02-09,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/swiat-net.html"
2016-02-08,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/wejscie-w-swiat-vst.html"
2016-02-07,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/wszystko-zaczeo-sie-prawie-18-lat-temu.html"
2016-02-06,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/co-to-jest-svc-350.html"
2016-02-06,"http://negativeprogrammer.blogspot.com/feeds/posts/default?alt=rss","http://negativeprogrammer.blogspot.com/2016/02/sobota-pierwszy-dzien.html"
