blog_url,name,project_desc,project_title,repo_url,tech_stack
http://pyrzyk.net/,Łukasz Pyrzyk,Oparty o .NET Core distributed cache z możliwością przechowywania danych w pamięci RAM lub dysku twardym. Projekt jest jednocześnie pracą inżynierską.,Kronos,https://github.com/lukasz-pyrzyk/Kronos,"C#, .NET Core, Linux"
http://www.marcinszyszka.pl,Marcin Szyszka,"Apka na adroida korzystająca z lokalizacji, internetu i multimediów komunikująca się z WebApi w ASP.NET",MobileSecondHand,https://github.com/MarcinSzyszka/MobileSecondHand,Android (Android studio
http://blog.kars7e.io/,Karol Stepniewski,Wersja online gry karcianej inspirowanej grą Exploding Kittens.,Toxic Rats,https://github.com/kars7e/toxic-rats,Elixir lang + phoenix framework (backend
http://dyzur.blogspot.com,Jędrzej Dudzicz,Program do układania dyżurów dla nauczycieli,Dyżur,https://github.com/jedrzejd/dyzur,Java
http://MateoRobiApke.blogspot.com/,Mateusz Malinowski,Program dla mechanika do przechowywania informacji o samochodach klientów.,Warsztat Samochodowy,https://github.com/mateuscod88/MateoRobiApke.git,"C# WPF, SQL"
http://tomasz.dudziak.eu/,Tomasz Dudziak,"Internet of Things - sterowanie światłem - rozwiązanie oparte na ESP8266. Zadanie: opracować sprzęt, który będzie się mieścił w standardowej puszce montażowej zamiast włącznika światła - będzie miał również przyciski fizyczne (zeby nie trzeba było za każd",uoo-light,https://github.com/uoopl/uoo-light,C++/ESP8266 Arduino IDE (firmware
http://perceptrons.prv.pl/,Gabriel Domanowski,Biblioteka umożliwiająca tworzenie sieci neuronowych. Pozwoli to tworzyć aplikacje samo uczące się,Sztuczna sieć neuronowa,https://github.com/GGG205/Sztuczna-sie-neuronowa,C++
http://dotnetcoder.wordpress.com/,Jakub Kuniszewski,"Rozszerzenie do Silnika Unity3D umożliwiające tworzenie z poziomu Edytora ekwipunków, i innych rzeczy z nimi powiązanych, bez konieczności pisania własnych skryptów, aż do stopnia w którym użytkownik chce go rozwinąć/dostosować do swoich potrzeb",InventoryLight,https://github.com/Reaw/InventoryLight,"Unity3D, język C#"
http://jakubskoczen.pl/,Jakub Skoczeń,"Portal umożliwiający zaplanowanie wolnego czasu, poprzez tworzenie spotkań, wydarzeń, przeznaczony dla osób, które mają wolny czas, ale nie wiedzą gdzie i z kim wyjść.",TimePlanner,https://github.com/qbasko/TimePlanner,"ASP.NET MVC, AngularJS, Azure"
http://krzysztofzawistowski.azurewebsites.net/,Krzysztof Zawistowski,Aplikacja do zarządzania planami treningowymi + dietą,TrenerPersonalny,https://github.com/krzyzaw/TrenerPersonalny.git,.Net + js
http://brinf.wordpress.com,Bartosz Ratajczyk,Własna kontrolka SSIS (SQL Server Integration Services) wykorzystująca WinSCP,SSIS WinSCP task,https://github.com/BartekR/ssis-winscptask,"C#, SQL Server, SSIS"
https://devblog.dymel.pl/,Michał Dymel,"Framework umożliwiający łatwe tworzenie projektów opartych o MicroServices, na bazie ASP.NET Core. Zamysł polega na jak najbardziej automatycznej konfiguracji serwisów oraz ułatwieniach w implementacji i deploymencie aplikacji.",MiSeCo,https://github.com/mdymel/miseco,ASP.NET Core
http://koscielniak.me/,Piotr Kościelniak,"Przedmiotem projektu jest aplikacja, w której użytkownik może utworzyć wydarzenia, o których chce być powiadomiony. Powiadomienia mogą być realizowane różnymi kanałami na start przewiduję mail i SMS, a w przyszłości Facebook i może jakieś IoT. Zobaczymy w",Notifier,https://github.com/pikoscielniak/notifier,ASP .NET CORE 1 (na UBUNTU
http://liveshare.azurewebsites.net/,Mateusz Grużewski,Aplikacja będzie dawała możliwość użytkownikom nagrywanie filmów w czasie rzeczywistym i dzielenie się nimi z grupą znajomych jak również znajomi będą mogli komentować dany film w czasie rzeczywistym.,LiveShare,https://github.com/lshadown/LiveShare,"Windows 10 , chmura Azure"
http://blog.lantkowiak.pl/,Łukasz Antkowiak,Menadżer dokumetów/zdjęc na Androida.,Simple Document Manger,https://github.com/lukaszantkowiak/simple-document-manager,"java, android"
http://pumiko.pl/,Magdalena Stec,Webowa aplikacja z ogłoszeniami lokalnymi wyspecjalizowana w domowych przetworach,Słoiczki,https://github.com/pumiko/sloiczki,Django
http://mkotas.cz,Mariusz Kotas,Multiplatform simple game,Super Maze 2,https://github.com/Marfusios/supermaze2,"Monogame, Xamarin, Application Insights"
http://kodikable.pl/,Maciej Jurkowski,"Od dłuższego czasu chodziły mi po głowie wojny rdzeniowe. Ale jednak główna idea stojąca za projektem to stworzenie fajnej podwaliny pod skalowalne klastrowe rozwiązanie oparte o Akka.NET. Projekt dla drogi, cel to tylko dodatek :).",CoreWars,https://github.com/jurek333/CoreWars,"Akka.NET, Azure Cloud Service albo VM w dowolnej chmurze, RethinkDB do monitoringu (ze względu na database pushes"
http://halibuti.blogspot.com/,Bartłomiej Błazik,"Z racji tego że nie wszystkie banki oferują łatwy przegląd bilingu, aplikacja będzie generować wykresy z wczytanego pliku xls.",Payoff,https://github.com/xxl93/Payoff,"Ruby on Rails ?Jango, Javascript - Chart.js, Google Charts API, Bootstrap."
http://jaroslawstadnicki.pl,Jarosław Stadnicki,"Czytnik rss, z elementacji socjalnej interakcji i śledzenia użytkowników",ITAN,https://github.com/jstadnicki/isthereanynews,"C#, ASP.NET MVC, jQuery"
https://duszekmestre.wordpress.com/,Łukasz Arciszewski,Multimedialny komunikator internetowy,MoN Messenger,https://github.com/duszekmestre/MoN.Messenger,".NET, Azure"
http://koscielski.ninja,Damian Kościelski,Gra matematyczna dla dzieci,Mistrz matematyki,https://github.com/dkoscielski/MathGame,"C#, Xamarin, Azure"
http://matma.github.io,Mateusz Wolsza,Automatically lint every pull request using your linting styles!,github-linter,https://github.com/matma/github-linter,node.js
http://localwire.pl,Michał Wilczyński,"Projekt ma cel stricte rozwojowy. Nie mialem okazji wczesniej stac sie wiekszym fanem algorytmow w jakiejkolwiek formie ale jako ze mialem okazje jakis czas temu pisac to i owo do szkoly, postanowilem przekuc to w troche wiekszy projekt. Generalna idea po",Graphinder,https://github.com/m-wilczynski/Localwire.Graphinder,"C#, ASP.NET MVC"
https://gpks.github.io/,Małgorzata Ksionek,Gem generujący szkielety klas Ruby'ego. Może ułatwić prowadzenie zajęć dla początkujących z podstaw programowania,Class Generator,https://github.com/gpks/class_generator,Ruby.
http://oxbow.pl,Bartosz Gawroński,aplkicja turystyczna pomagająca w tworzeniu planów na krótkie lub dłuższe wypady pomaga zorganizować miejsca zwiedzania posiłku itp,Sightseer,https://github.com/OxbowINC/konkurs,"Android Studia, JAVA"
http://skobo.pl/,Adam Skobodziński,"Gra logiczna, javascript.",Run Pigs Run,https://github.com/adamskopl/runpigsrun/,"Javascript, Phaser game framework (http://phaser.io/"
http://it-michal-sitko.blogspot.com/,Michał Sitko,"Narzędzie wspomagające dyskusje podczas pracy zdalnej, poprzez umożliwienie wielu użytkownikom naraz rysowanie na tej samej wirtualnej kartce papieru. Może być także wykorzystywane do zabaw edukacyjnych z dziećmi",Parallel Draw,https://github.com/mesitko/paralleldraw.git,"HTML 5, JavaScript, node.js, a później takżę aplikacja kliencka - Swift/objective C"
http://blog.simpleshop.pl,Dominik Wawrzyńczak,"SimpleShop to projekt, który ma na celu proste tworzenie sklepu internetowego, które nie wymaga znajomości języków programowania.",SimpleShop,https://github.com/Raspi684/simpleshop,"HTML, PHP, CSS, JAVASCRIPT"
http://kduszynski.pl,Kajetan Duszyński,Portal społecznościowy skupiający ludzi lubiących dobrze zjeść :),SocialCooking,https://github.com/wildcat89/SocialCooking,"AngularJS, ASP.NET WebAPI, MS SQL Server 2012"
https://blog.scooletz.com/,Szymon Kulec,A Journey to the Land of Extreme Concurrent Performance in .NET,RampUp,https://github.com/Scooletz/RampUp,.NET C# IL emit
http://dsp.katafrakt.me,Paweł Świątkowski,Projekt podobny do Meetup.com,Thing,https://github.com/katafrakt/thing,Scala/Play
http://www.karolpysklo.pl/,Karol Pyskło,"Maszyna Wirtualna - jaka dokładnie sam jeszcze nie wiem, podobno apetyt rośnie w miarę jedzenia, wiec liczę że wyjdzie coś fajnego :)",VM,https://github.com/KarolPysklo/vm,C/C++/Python
http://student.agh.edu.pl/~kefas/,Piotr Pałucki,"Aplikacja pozwalająca na przeglądanie bazy danych zawierającej dane z ligi piłkarskiej, wykonana przy okazji jednego z przedmiotów na uczelni. W projekcie chcę przećwiczyć funkcje standardu C++11, Test Driven Development oraz zbudować interfejs graficzny ",Leauge Explorer,https://github.com/palucki/leauge-explorer,"C++11, QT, SQL Server, TDD"
http://blog.kokosa.net,Konrad Kokosa,Graficzna wizualizacja pamięci procesu .NET - za pomocą wygodnego języka zapytań,MemoryVisualizer,https://github.com/kkokosa/MemoryVisualizer,".NET, WPF, F#, ClrMD"
https://slaviannblog.wordpress.com,Dmitro Szewczuk,,JustEngine2D,https://github.com/SlavianUA/justEngine2D,"C++, SDL, oraz pochodne"
http://bodolsog.pl/blog/,Paweł Drozd,,GreenWave,https://github.com/bodolsog/GreenWave,"Java 8, Java FX, JavaScript"
http://michalgellert.blogspot.com/,Michał Gellert,Praca konkursowa: http://learning.xprize.org/ Aplikacja ma pomagać w nauce osobom które nigdy nie miały styczności z technologią,E-lementarz,https://github.com/migellal/Elementarz,"Android, java"
http://www.mfranc.com,Michal Franc,Appka do testowania / nadzorowania / debeuggowania microserwisow,OverSeer,https://github.com/michal-franc/OverSeer,F# / C# + ReactJS + docker
http://donpiekarz.pl,Bartłomiej Piekarski,Narzędzie do audytowania połączeń SSL/TLS,Bocianie Gniazdo,https://github.com/donpiekarz/bocianiegniazdo,Python2/3
http://piotr-wandycz.pl/,Piotr Wandycz,"Klasyczny space shooter, coś w stylu Raptor: Call of the Shadows. Platforma PC.",Flyen Shoot,https://github.com/PiotrWandycz/flyen-shoot,Unity i C#
http://adamszneider.azurewebsites.net,Adam Szneider,"Aplikacja tworzona jako praca magisterska. Own Training Planner to aplikacja do tworzenia własnych planów ćwiczeń, udostępniania ich lub korzystania z gotowych planów treningu. Zaimplementowane będzie kilka metod tworzenia planów( seria ćwiczeń, naprzemie",Own Training Planner,https://github.com/AdamSzneider/TrainingPlanner,WPF/C# (opcionalnie Miracast
http://www.xaocml.me:4000,Wiktor Walentynowicz,Aplikacja służąca do modelowania sieci neuronowej typu multiperceptron wraz z możliwością obserwacji zmian zachodzących w sieci.,Multiperceptron Virtual Laboratory,https://github.com/wwalentynowiczdev/multiperceptron-lab,"C++, Qt"
http://sebcza.pl,Sebastian Czarnecki,"Coms jest systemem, który obsługuję ogólnopolski konkurs mat2tab. Aktualnie jest to aplikacja napisana w Kohana PHP. Zawiera moduł zgłaszania uczestnika do konkursu, zgłaszania pracy. Za obsługę treści odpowiedzialny jest wordpress z restapi. Ostatnio dos",Mat2Tab Coms,https://github.com/sebcza/coms,"PHP, C#, ASP.NET, Apache Spark, Angular"
http://www.wearesicc.com,Maciej Korsan,"Wspomagacz do uruchomienia na nieużywanym monitorze/telewizorze w biurze z różnymi integracjami, na bieżąco monitorujący to co się dzieje z naszymi projektami 😉 Projekt eksperymentalny tworzony przez front-end developera (więc może być wesoło.)",Officer Pi,https://github.com/maciejkorsan/officer-pi,Raspberry Pi i wszystko co da się połączyć ;
http://tomaszjarzynski.pl/,Tomasz Jarzynski,Zarzadzanie rozgrywkami turniejow w pokera.,Pokerowe Podziemie,https://github.com/Jaryn91/PokerWebsite,ASP.NET MVC
http://hryniewski.net,Rafał Hryniewski,Niewielki system e-commerce dedykowany gastronomii oferującej posiłki na dowóz.,YumYum Commerce,https://github.com/r-hryniewski/YumYum,ASP.NET MVC
http://toomanyitprojects.azurewebsites.net/,Janek Grzybowski,"Aplikacja służąca do generowania CV oraz śledzenia postępu w poszukiwaniu pracy (pamiętanie terminów rozmów, deadline'ów zadań rekrutacyjnych itp.) Główny nacisk położony jest na możliwość trzymania swoich danych w wielu językach na raz, coby nie tłumaczy",JobTracker,https://github.com/JGrzybowski/JobTracker,"Na razie aplikacja UWP w przyszłości wersja WPF lub webówka, ale póki co to odległe plany."
http://krystianbrozek.pl/,Krystian Brożek,"Wstępni chcę zrobić projekt, który będzie generował bazy danych (tabelki połączenia i całą resztę) i wrzucał przykładowe dane (wstępnie trzymane na Azure i coś co będzie latało po sieci i rozbudowywało zasoby). Kolejnym krokiem będzie generowanie skryptów",Generator baz danych,https://github.com/Yyystek/db.git,.NET (C# + WPF coby ładnie wyglądało
http://rzeczybezinternetu.blogspot.com/,Sławomir Rudawski,"Zbiór snippetów pozwalających w prosty sposób zaprogramować rzecz, która w przyszłości może zostać podłączona do Internetu.",Rzeczy bez Internetu,https://github.com/slawciu/rzeczybezinternetu,"C, AVR"
http://blog.plotnicki.net,Filip Płotnicki,Platforma pozwalająca na symulację meczu piłki nożnej w postaci animacji 2d. Alternatywa dla tekstowych relacji.,FogVis,https://github.com/FilipPlotnicki/fogvis,node.js + platforma webowa + heroku
http://lukasz-jankowski.pl/,Łukasz Jankowski,Marble,Marble,https://github.com/ukaszjankowski/Marble,".NET, WPF, C/Assembler AVR"
http://md-techblog.net.pl,Marian Dziubiak,Open-source'sowy pakiet Office napisany w C#. Będzie mocno zmodularyzowany aby ułatwić tworzenie pluginów i kolejnych aplikacji pakietu.,SharpOffice,https://github.com/manio143/SharpOffice,.NET/Mono
http://swistak35.com,Rafał Łasocha,"Aplikacja webowa do zbierania i dzielenia się linkami, główną inspiracją jest pinboard i pinterest.",Symmetrical Chainsaw,https://github.com/swistak35/symmetrical-chainsaw,"haskell, javascript, elm"
https://medium.com/@marcinmatuszak,Marcin Matuszak,"Aplikacja do 'uruchamiania' testów napisanych w Postmanie. W pierwszej iteracji działająca jako narzędzie konsolowe, docelowo jako plugin do sbt.",Postie,https://github.com/mrcmatuszak/postie,Scala
http://www.mikolajdemkow.pl/,Mikołaj Demków,,Familiada,https://github.com/MDikkii/FamiliadaDSP,"Aplikacja na PC: C#, MVC ASP.Net lub Windows Forms. Klient dla prowadzącego: Android, Windows Phone 8/8.1, Windows 10, może iOS"
http://kubasz.esy.es,Mateusz Kubaszek,"Szyfrowany chat internetowy, w którym każdy może być anonimowy.",PyTrueChat,https://github.com/mkubasz/TrueChat,"Python ( Django, Flask..."
http://szumiato.pl,Jakub Szumiato,Strona agregująca filmy z sieci dotyczące technologii .NET,.NET Videos,https://github.com/kubaszumiato/DotNetVideos,Angular2/NoSQL może .NET
http://mateuszstanek.pl/,Mateusz Stanek,W teamie mamy tv na którym można podejść i włączyć coś z YT dla ożywienia atmosfery Projekt ma pomóć żeby nie trzeba było podchodzić do TV tylko strona na TV jest stała a dostęp do managera ma każdy przez sieć,TeamYoutubePlayer,https://github.com/Matejkos/SignalYTPlayer,"C#, .NET, SignalR"
http://metodprojekt.blogspot.com,Andrzej Żukowski,"Otwarta, darmowa gra logiczna, obecnie tylko na systemy MS Windows",Metod,https://github.com/konstruktywnie/,C/C++
https://devprzemm.wordpress.com/,Przemysław Porębski,"Gra RPG, z wykorzystaniem biblioteki SDL oraz biblioteki Gem.",Deadstorm,https://github.com/przempore/Deadstorm,C++
http://incodable.blogspot.com/,Grzegorz Kuźnik,"Aplikacja mobilna i desktopowa, która głównie przy pomocy mapy pozwoli zaplanować wolny czas i/lub podróże.",JourneyPlanner,http://github.com/Greg0/JourneyPlanner,Javascript
http://masakradev.tk/,Mateusz Kaleta,http://masakradev.tk/?p=37,TextAdventure,https://github.com/masakradev/TextAdventure,python
http://www.crynkowski.pl,Cezary Rynkowski,Aplikacja do zarządania zadaniami,Taskager,https://github.com/CezaryRynkowski/taskager,"asp.net 5, mvc 6, AngularJS, EF7 i co tylko przyjdzie mi do głowy :"
http://manisero.net/,Michał Aniserowicz,.NET Domain-Specific Language compiler and executor.,DSLExecutor,https://github.com/manisero/DSLExecutor,.NET
http://programistka.net,Iwona Lalik,Androidowa aplikacja wspomagająca użytkowników w regularnych zakupach.,Shopping Advisor,https://github.com/programistka/ShoppingAdvisor,Android
http://maque.github.io/,Marcin Makowski,Napisanie efektów z Demo Sceny komputerowej przy pomocy JavaScript,JSDemoScene,https://github.com/maque/JSDemoScene,JavaScript
http://mbork.pl,Marcin Borkowski,"Narzędzie do rysowania dla dzieci, inspirowane językiem LOGO",Logeox,https://github.com/mbork/logeox,Android + Java
http://lion.net.pl/blog/,Maciej Lew,"Aplikacja na urządzenia mobilne wspomagająca obliczanie dawek leków. Uniwersalny szkielet pozwalający na import własnych, zewnętrznych zestawów leków.",Drug Dose Framework,https://github.com/maciejlew/drug-dose-framework,"Apache Cordova, AngularJS, Ionic"
http://www.diwebsity.com/,Adrian Sroka,Projekt ma na celu implementację mechanizmu wykrywania reagowania na próby ataku wewnątrz aplikacji API,WebAPI OWIN App Sensor,https://github.com/suvroc/WebAPI-OWASP-App-Sensor,.NET WebAPI
http://bartoszrowinski.pl/,Bartosz Rowiński,"Planuję stworzyć grę przeglądarkową, popularną klikankę, w jaką się grało mając naście lat. Temat padł na największą niszę - piłka nożna.",FootballGame,https://github.com/xrbartek/footballgame,HTML / CSS & PHP
http://michalogluszka.pl,Michał Ogłuszka,Celem projektu jest... dać się poznać! Żeby to zrealizować aplikacja pozwalająca wykrzyczeć dowolne słowo do wszystkich w okolicy. Założeniem jest wsparcie dla aktualnych aplikacji mobilnych i stron internetowych.,Shout!,https://github.com/michalogluszka/shout,"Windows Universal Apps, Android, iOS, nodejs... i co jeszcze wpadnie do głowy"
http://sprobujzmiany.blogspot.com,Dominika Matyjewic,"Celem projektu jest stworzenie systemu, który poprzez zdalny dostęp będzie pomagał zalogowanym użytkownikom rozwiązać problemy występujące w ich zespołach deweloperskich poprzez różne techniki stosowane w zwinnych metodach zarządzania",Rozwiąż problem zwinnie,https://github.com/DeTheTurquise/sprobujzmiany.git,"java, primeface, rest (mam nadzieję, że o to chodziło i że to ewentualnie może ulec zmianie"
https://adrianancymon.wordpress.com/,Adrian Ancymon,"FishPot to aplikacja edukacyjna umożliwiająca tworzenie, kolekcjonowanie oraz wymianę fiszek.",FishPot,https://github.com/adrianancymon/fishpot,Python & Flask
https://stitzdev.wordpress.com/,Damian Ochramowicz,Wariacja na temat widowsowego sapera,MegaMinisweeper,https://github.com/Stitz/MegaMinesweeper,Game Maker
http://cezary.mcwronka.com.hostingasp.pl/,Cezary Wronka,Projekt ma na celu notyfikowanie użytkowników o nowych raportach okresowych spółek inwestycyjnych na GPW,FinData,https://github.com/CezaryCezary/FinData,"C#, ASP.NET MVC, Bootstrap, Angular JS"
http://chmielowski.net,Piotr Chmielowski,"Aplikacja na Androida do zarządzania listami zadań. Pozwala na tworzenie różnych list, uczy się kiedy i gdzie użytkownik używa której, a zdobytą wiedzę wykorzystuje żeby w odpowiednich okolicznościach podsunąć mu tą właściwą.",Context aware TODO list manager,https://github.com/pchmielowski/ContextAwareTodoList,"Java, Android Studio"
https://damianwojcikblog.wordpress.com/,Damian Wójcik,"Planuję wykonać do końca konkursu projekt gry na androida wykorzystując C#, Visual Studio oraz pewnie jakieś inne technologie poznane w trakcie nauki. POZIOM BEGGINER!!",My first Android game,https://github.com/Tokalos/-Myfirstandroidgame,"C#. Visual Studio Community, GitHub, Unity 3D"
http://maciejskuratowski.com/,Maciej Skuratowski,"Platforma do wymiany, zbieraniu pocztówek po między użytkownikami systemu.",PostcardSending,https://github.com/Ciejaa/postcards-sending,"ASP.NET CORE 1.0, Entity Framework Core 1.0, Bootstrap 4.0, Angularjs 2, Microsoft Azure"
http://tokenbattle.blogspot.com/,Piotr Kuczyński,Gra tworzona na silniku Unity,Token Battle,https://github.com/AwareOwl/TokenBattle,"C#, Unity"
http://blog.napierala.org.pl/,Szymon Napierała,Zarządzanie osobistymi finansami,Krówka,https://github.com/SzymonNapierala/Kr-wka.git,"Spring Framework, AngularJS, Bootstrap, React"
http://nicholaszyl.net,Mikołaj Żyłkowski,"Aplikacja na platformę Android, która ma wspomagać proces leczenia. Pierwszą, główną funkcjonalnością ma być przypominanie o wzięciu zapisanego leku.",Take a pill,https://github.com/NicholasZyl/take-a-pill,"Java, Android"
